date,time,price,area,price_m2,price_total,location
2024-10-08,10:59,350.0,86.41,4.05045712301817,"350 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хансвилл хотхон"
2024-10-08,10:59,260.76,65.19,4.0,260.76 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,10:59,157.0,47.0,3.3404255319148937,"157 сая ₮
194 сая ₮ үнэ тохирно","УБ — Баянгол, 3, 4 хороолол"
2024-10-08,11:00,180.0,80.0,2.25,180 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-10-08,11:00,160.0,61.0,2.622950819672131,160 сая ₮,"УБ — Баянзүрх, Офицер"
2024-10-08,11:00,75.0,33.6,2.232142857142857,75 сая ₮,"УБ — Баянзүрх, Амгалан"
2024-10-08,11:00,3.4,53.0,3.4,3.4 сая ₮,"УБ — Сүхбаатар, 100 айл"
2024-10-08,11:01,198.0,40.0,4.95,198 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-10-08,11:01,260.0,58.0,4.482758620689655,"260 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:01,309.0,77.0,4.012987012987013,309 сая ₮,"УБ — Хан-Уул, Нархан хотхон"
2024-10-08,11:02,412.0,73.15,5.632262474367737,412 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:02,3.4,64.0,3.4,"3.4 сая ₮
үнэ тохирно","УБ — Сүхбаатар, 100 айл"
2024-10-08,11:03,205.0,41.0,5.0,"205 сая ₮
үнэ тохирно","УБ — Чингэлтэй, Чингэлтэй, Хороо 6"
2024-10-08,11:04,161.0,56.71,2.839005466408041,"161 сая ₮
170 сая ₮","УБ — Сүхбаатар, 11-р хороолол"
2024-10-08,11:05,355.0,107.0,3.317757009345794,355 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,11:05,140.0,46.0,3.0434782608695654,140 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 3"
2024-10-08,11:05,1.9,52.75,1.9,1.9 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:05,670.0,150.0,4.466666666666667,670 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-10-08,11:06,255.0,69.5,3.6690647482014387,255 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 6"
2024-10-08,11:07,3.2,57.8,3.2,3.2 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,11:07,2.5,42.66,2.5,2.5 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,11:07,481.78,130.21,3.7000230397050915,481.78 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 38"
2024-10-08,11:08,232.2,86.0,2.6999999999999997,232.2 сая ₮,"УБ — Баянгол, Алтай хотхон"
2024-10-08,11:08,481.78,130.0,3.706,481.78 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:09,3.3,74.48,3.3,3.3 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,11:09,300.0,52.0,5.769230769230769,"300 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 11"
2024-10-08,11:10,4.2,110.0,4.2,4.2 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:10,1400.0,210.0,6.666666666666667,"1.4 Тэрбум ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 3"
2024-10-08,11:10,155.0,29.0,5.344827586206897,155 сая ₮,"УБ — Баянгол, Баянгол, Хороо 9"
2024-10-08,11:10,2.5,105.0,2.5,"2.5 сая ₮
2.7 сая ₮ үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,11:11,224.0,64.0,3.5,"224 сая ₮
үнэ тохирно","УБ — Сүхбаатар, 100 айл"
2024-10-08,11:11,182.0,52.0,3.5,"182 сая ₮
үнэ тохирно","УБ — Сүхбаатар, 100 айл"
2024-10-08,11:11,170.85,67.0,2.55,"170.85 сая ₮
үнэ тохирно","УБ — Баянзүрх, Цайз 16"
2024-10-08,11:12,260.0,58.1,4.475043029259897,"260 сая ₮
280 сая ₮ үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:12,250.0,70.0,3.5714285714285716,"250 сая ₮
үнэ тохирно","УБ — Баянгол, Баянгол, Хороо 18"
2024-10-08,11:12,296.63,114.09,2.5999649399596807,"296.63 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:12,4.1,80.77,4.1,4.1 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:14,376.25,83.61,4.500059801459155,376.25 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,11:14,441.87,71.27,6.199943875403396,441.87 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 18"
2024-10-08,11:14,65.0,18.0,3.611111111111111,"65 сая ₮
үнэ тохирно","УБ — Баянгол, Баянгол, Хороо 20"
2024-10-08,11:14,4.0,75.48,4.0,"4 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:15,669.24,203.0,3.2967487684729067,669.24 сая ₮,"УБ — Хан-Уул, King Tower"
2024-10-08,11:16,390.0,112.4,3.469750889679715,"390 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:16,145.0,54.0,2.685185185185185,145 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:16,240.0,67.0,3.582089552238806,240 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:16,4.3,74.2,4.3,4.3 сая ₮,"УБ — Баянзүрх, 13-р хороолол"
2024-10-08,11:17,412.0,73.0,5.6438356164383565,"412 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:18,249.0,60.15,4.139650872817955,249 сая ₮,"УБ — Хан-Уул, 19-р хороолол"
2024-10-08,11:19,310.0,95.59,3.243017051992886,"310 сая ₮
үнэ тохирно","УБ — Баянзүрх, Бөхийн Өргөө"
2024-10-08,11:19,240.64,75.2,3.1999999999999997,240.64 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 42"
2024-10-08,11:21,133.0,37.0,3.5945945945945947,133 сая ₮,"УБ — Чингэлтэй, Чингэлтэй, Хороо 6"
2024-10-08,11:23,2.7,39.0,2.7,"2.7 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 14"
2024-10-08,11:24,190.0,66.7,2.848575712143928,"190 сая ₮
үнэ тохирно","УБ — Баянзүрх, Сансар"
2024-10-08,11:25,135.0,54.0,2.5,135 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:25,4.8,90.0,4.8,"4.8 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,11:25,170.0,72.0,2.361111111111111,"170 сая ₮
үнэ тохирно","УБ — Баянзүрх, 16-р хороолол"
2024-10-08,11:26,105.0,37.0,2.8378378378378377,"105 сая ₮
үнэ тохирно","УБ — Баянзүрх, 15-р хороолол"
2024-10-08,11:26,3.5,134.46,3.5,3.5 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,11:27,130.0,40.19,3.2346354814630507,"130 сая ₮
үнэ тохирно","УБ — Баянгол, Баянгол, Хороо 3"
2024-10-08,11:28,220.0,72.36,3.0403537866224433,220 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 22"
2024-10-08,11:28,155.0,47.0,3.297872340425532,155 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,11:28,187.44,55.14,3.3993471164309033,"187.44 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-10-08,11:29,228.0,77.2,2.9533678756476682,228 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:29,3.5,60.0,3.5,"3.5 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,11:29,185.0,50.48,3.6648177496038037,185 сая ₮,"УБ — Хан-Уул, Мишээл"
2024-10-08,11:30,270.0,72.67,3.7154258978945918,270 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,11:30,110.0,49.0,2.2448979591836733,110 сая ₮,"УБ — Сонгинохайрхан, 21-р хороолол"
2024-10-08,11:31,218.0,54.5,4.0,"218 сая ₮
үнэ тохирно","УБ — Баянзүрх, Халдвартын эмнэлэг"
2024-10-08,11:32,3.8,46.98,3.8,"3.8 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:33,360.0,50.0,7.2,360 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6"
2024-10-08,11:34,3.3,148.14,3.3,3.3 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 4"
2024-10-08,11:34,182.0,52.0,3.5,182 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,11:34,401.53,88.25,4.549915014164306,401.53 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 36"
2024-10-08,11:35,230.0,83.1,2.767749699157642,"230 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:35,1260.0,161.0,7.826086956521739,1.26 Тэрбум ₮,"УБ — Хан-Уул, River Garden"
2024-10-08,11:35,244.0,61.0,4.0,244 сая ₮,"УБ — Баянзүрх, Бөхийн Өргөө"
2024-10-08,11:35,255.0,72.67,3.509013348011559,255 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-10-08,11:35,184.0,52.34,3.5154757355750856,184 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:36,110.0,36.88,2.982646420824295,110 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:36,195.0,51.71,3.7710307484045638,195 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,11:36,440.8,116.0,3.8000000000000003,"440.8 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:37,125.0,41.4,3.0193236714975846,125 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:37,120.0,41.6,2.8846153846153846,120 сая ₮,"УБ — Хан-Уул, Viva city"
2024-10-08,11:38,150.0,58.0,2.586206896551724,"150 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, 1-р хороолол"
2024-10-08,11:39,6.55,105.66,6.55,6.55 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,11:39,1200.0,194.0,6.185567010309279,1.2 Тэрбум ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-10-08,11:40,4.2,93.3,4.2,"4.2 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:40,848.0,130.0,6.523076923076923,"848 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 2"
2024-10-08,11:40,286.0,77.88,3.672316384180791,286 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,11:40,255.89,67.34,3.7999702999703,255.89 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:40,115.0,30.0,3.8333333333333335,115 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 41"
2024-10-08,11:41,310.0,96.87,3.2001651698152163,"310 сая ₮
330 сая ₮","УБ — Хан-Уул, Яармаг"
2024-10-08,11:43,4.3,145.8,4.3,4.3 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:43,620.0,147.47,4.2042449311724415,620 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 4"
2024-10-08,11:43,261.8,77.0,3.4000000000000004,261.8 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:44,246.3,72.44,3.400055218111541,"246.3 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-10-08,11:44,315.0,70.0,4.5,315 сая ₮,"УБ — Хан-Уул, 120 мянгат"
2024-10-08,11:45,294.0,68.36,4.3007606787595085,"294 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,11:45,9.9,121.0,9.9,"9.9 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,11:46,126.0,37.06,3.39989206691851,"126 сая ₮
үнэ тохирно","УБ — Хан-Уул, Нисэх"
2024-10-08,11:47,522.1,113.5,4.6000000000000005,"522.1 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,11:48,5.5,117.45,5.5,"5.5 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,11:48,95.0,29.0,3.2758620689655173,"95 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 4"
2024-10-08,11:48,3.2,116.9,3.2,"3.2 сая ₮
үнэ тохирно","УБ — Хан-Уул, 19-р хороолол"
2024-10-08,11:48,9.9,206.0,9.9,"9.9 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,11:48,353.0,80.77,4.370434567289836,"353 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,11:48,147.69,41.0,3.6021951219512194,147.69 сая ₮,"УБ — Баянзүрх, 16-р хороолол"
2024-10-08,11:49,3.2,73.89,3.2,"3.2 сая ₮
үнэ тохирно","УБ — Баянгол, Алтай хотхон"
2024-10-08,11:49,250.0,52.0,4.8076923076923075,250 сая ₮,"УБ — Сүхбаатар, Хүүхдийн 100"
2024-10-08,11:50,195.0,55.18,3.533889090250091,195 сая ₮,"УБ — Сүхбаатар, 100 айл"
2024-10-08,11:55,3.5,69.03,3.5,3.5 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:55,469.0,134.0,3.5,469 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,11:56,1000.0,153.0,6.5359477124183005,1 Тэрбум ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,11:56,299.0,76.0,3.9342105263157894,"299 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянмонгол хороолол"
2024-10-08,11:56,125.0,38.0,3.289473684210526,"125 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,11:57,178.0,52.2,3.4099616858237547,178 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-10-08,11:57,120.0,40.86,2.9368575624082234,"120 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 21"
2024-10-08,11:58,454.0,141.89,3.199661709775178,454 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,11:58,384.0,92.44,4.154045867589788,384 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,11:59,270.0,93.0,2.903225806451613,270 сая ₮,"УБ — Баянзүрх, Өгөөмөр захын зүүн"
2024-10-08,11:59,330.0,94.0,3.5106382978723403,330 сая ₮,"УБ — Баянзүрх, Сансар"
2024-10-08,12:01,168.16,52.55,3.2,168.16 сая ₮,"УБ — Баянзүрх, Халдвартын эмнэлэг"
2024-10-08,12:01,212.0,62.24,3.4061696658097684,212 сая ₮,"УБ — Хан-Уул, Удирдлагын Академи"
2024-10-08,12:01,910.0,302.87,3.00458942780731,910 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,12:02,378.0,83.0,4.554216867469879,378 сая ₮,"УБ — Хан-Уул, 120 мянгат"
2024-10-08,12:02,570.0,138.0,4.130434782608695,570 сая ₮,"УБ — Хан-Уул, Мишээл"
2024-10-08,12:02,690.53,177.0,3.9012994350282484,690.53 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,12:02,5.5,132.05,5.5,"5.5 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хүүшийн ам"
2024-10-08,12:02,660.0,95.76,6.8922305764411025,660 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,12:02,484.15,91.0,5.32032967032967,484.15 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,12:02,170.0,43.0,3.953488372093023,170 сая ₮,"УБ — Баянзүрх, Натур худалдааны төв"
2024-10-08,12:02,420.0,100.0,4.2,420 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:03,180.0,42.0,4.285714285714286,"180 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 7"
2024-10-08,12:03,1400.0,236.0,5.932203389830509,1.4 Тэрбум ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,12:03,819.0,149.0,5.496644295302014,819 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-10-08,12:03,4.0,154.0,4.0,4 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:05,291.6,72.0,4.050000000000001,291.6 сая ₮,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн"
2024-10-08,12:05,201.0,46.0,4.369565217391305,"201 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,12:05,205.0,86.93,2.358219256873346,205 сая ₮,"УБ — Баянзүрх, Натур худалдааны төв"
2024-10-08,12:05,698.0,122.0,5.721311475409836,698 сая ₮,"УБ — Хан-Уул, Мишээл"
2024-10-08,12:05,1900.0,200.0,9.5,"1.9 Тэрбум ₮
үнэ тохирно","УБ — Сүхбаатар, 5-р хороолол"
2024-10-08,12:05,206.0,59.0,3.4915254237288136,206 сая ₮,"УБ — Баянгол, Баянгол, Хороо 20"
2024-10-08,12:05,614.0,133.31,4.605806016052809,614 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:05,177.0,52.0,3.4038461538461537,"177 сая ₮
үнэ тохирно","УБ — Сүхбаатар, 100 айл"
2024-10-08,12:05,320.0,79.0,4.050632911392405,320 сая ₮,"УБ — Сүхбаатар, 5-р хороолол"
2024-10-08,12:05,530.0,115.21,4.600295113271418,530 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:05,400.0,102.0,3.9215686274509802,"400 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,12:05,416.0,84.0,4.9523809523809526,416 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 2"
2024-10-08,12:06,561.41,133.67,4.1999700755592135,561.41 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 36"
2024-10-08,12:06,560.0,177.0,3.1638418079096047,"560 сая ₮
үнэ тохирно","УБ — Хан-Уул, King Tower"
2024-10-08,12:07,561.0,133.0,4.2180451127819545,"561 сая ₮
үнэ тохирно","УБ — Баянзүрх, Их Монгол хороолол"
2024-10-08,12:07,125.0,38.0,3.289473684210526,125 сая ₮,"УБ — Чингэлтэй, Баянбүрдийн тойрог"
2024-10-08,12:07,620.0,147.47,4.2042449311724415,620 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 21"
2024-10-08,12:08,4.1,113.57,4.1,4.1 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 24"
2024-10-08,12:08,240.0,70.0,3.4285714285714284,"240 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 10"
2024-10-08,12:08,265.0,68.0,3.8970588235294117,"265,000 ₮
үнэ тохирно","УБ — Баянзүрх, Баянмонгол хороолол"
2024-10-08,12:09,270.0,57.64,4.684247050659264,270 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,12:09,677.0,178.17,3.799741819610485,"677 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,12:11,150.0,61.0,2.459016393442623,"150 сая ₮
үнэ тохирно","УБ — Баянзүрх, Офицер"
2024-10-08,12:13,5.9,78.65,5.9,5.9 сая ₮,"УБ — Баянзүрх, Сансар"
2024-10-08,12:14,280.0,80.3,3.4869240348692405,"280 сая ₮
үнэ тохирно","УБ — Баянзүрх, Бөхийн Өргөө"
2024-10-08,12:14,333.0,116.9,2.8485885372112913,"333 сая ₮
үнэ тохирно","УБ — Хан-Уул, Мишээл"
2024-10-08,12:14,4.1,100.7,4.1,"4.1 сая ₮
үнэ тохирно","УБ — Баянзүрх, Олимп хотхон"
2024-10-08,12:14,728.0,112.0,6.5,"728 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,12:15,4.2,93.0,4.2,4.2 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:15,171.0,62.0,2.7580645161290325,171 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-10-08,12:15,2.8,53.75,2.8,2.8 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,12:15,187.0,39.0,4.794871794871795,"187 сая ₮
үнэ тохирно","УБ — Баянзүрх, 15-р хороолол"
2024-10-08,12:15,210.0,71.1,2.9535864978902957,210 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,12:16,3.2,56.5,3.2,3.2 сая ₮,"УБ — Баянзүрх, Офицер"
2024-10-08,12:16,170.0,62.49,2.7204352696431426,"170 сая ₮
үнэ тохирно","УБ — Сүхбаатар, 100 айл"
2024-10-08,12:18,315.0,70.74,4.4529262086514,315 сая ₮,"УБ — Хан-Уул, 120 мянгат"
2024-10-08,12:18,3.6,46.6,3.6,3.6 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-08,12:19,171.0,62.0,2.7580645161290325,171 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,12:19,642.0,95.76,6.704260651629072,642 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-08,12:21,5.5,142.0,5.5,5.5 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,12:22,320.0,70.0,4.571428571428571,320 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,12:23,4.2,80.6,4.2,"4.2 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 24"
2024-10-08,12:24,155.0,41.55,3.7304452466907345,155 сая ₮,"УБ — Баянзүрх, Халдвартын эмнэлэг"
2024-10-08,12:25,100.0,39.0,2.5641025641025643,100 сая ₮,"УБ — Баянзүрх, Офицер"
2024-10-08,12:26,108.0,32.4,3.3333333333333335,"108 сая ₮
116 сая ₮","УБ — Баянзүрх, Натур худалдааны төв"
2024-10-08,12:26,165.0,60.0,2.75,"165 сая ₮
үнэ тохирно","УБ — Баянзүрх, Эрдэнэ толгой"
2024-10-08,12:28,490.0,114.0,4.298245614035087,"490 сая ₮
үнэ тохирно","УБ — Хан-Уул, King Tower"
2024-10-08,12:28,820.0,164.0,5.0,"820 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 8"
2024-10-08,12:28,420.0,74.74,5.6194808670056196,"420 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-08,12:28,3.5,77.85,3.5,"3.5 сая ₮
үнэ тохирно","УБ — Чингэлтэй, Баянбүрд"
2024-10-08,12:29,1640.0,118.0,13.898305084745763,"1.64 Тэрбум ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,12:29,145.0,51.4,2.821011673151751,145 сая ₮,"УБ — Сонгинохайрхан, 5 шар"
2024-10-08,12:29,215.0,80.0,2.6875,215 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-10-08,12:29,3.05,81.0,3.05,3.05 сая ₮,"УБ — Баянгол, Баянгол, Хороо 19"
2024-10-08,12:31,308.0,68.65,4.48652585579024,"308 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,12:32,140.0,48.0,2.9166666666666665,140 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,12:34,95.0,30.3,3.1353135313531353,"95 сая ₮
үнэ тохирно","УБ — Хан-Уул, Viva city"
2024-10-08,12:34,165.0,41.2,4.004854368932039,165 сая ₮,"УБ — Баянзүрх, 15-р хороолол"
2024-10-08,12:34,303.0,55.0,5.509090909090909,"303 сая ₮
үнэ тохирно","УБ — Баянгол, Нарны хороолол"
2024-10-08,12:35,335.0,50.0,6.7,335 сая ₮,"УБ — Хан-Уул, Хүннү"
2024-10-08,12:35,2.95,77.13,2.95,"2.95 сая ₮
үнэ тохирно","УБ — Хан-Уул, Нисэх"
2024-10-08,12:37,180.0,47.0,3.8297872340425534,180 сая ₮,"УБ — Баянзүрх, Сансар"
2024-10-08,12:37,227.0,79.99,2.8378547318414804,"227 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,12:38,218.0,70.1,3.109843081312411,218 сая ₮,"УБ — Баянзүрх, 14-р хороолол"
2024-10-08,12:38,75.0,28.0,2.6785714285714284,75 сая ₮,"УБ — Сонгинохайрхан, 5 шар"
2024-10-08,12:40,1100.0,200.0,5.5,1.1 Тэрбум ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,12:41,340.0,95.7,3.552769070010449,340 сая ₮,"УБ — Баянзүрх, РЦНК"
2024-10-08,12:41,815.0,180.5,4.515235457063712,815 сая ₮,"УБ — Хан-Уул, King Tower"
2024-10-08,12:41,1500.0,263.0,5.7034220532319395,"1.5 Тэрбум ₮
1.7 Тэрбум ₮","УБ — Хан-Уул, Зайсан"
2024-10-08,12:44,208.0,52.0,4.0,"208 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-08,12:49,984.0,164.0,6.0,"984 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-10-08,12:49,530.0,118.0,4.491525423728813,"530 сая ₮
үнэ тохирно","УБ — Баянзүрх, Edu apart campus"
2024-10-08,12:49,105.0,41.74,2.5155725922376617,"105 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 9"
2024-10-08,12:50,268.0,47.0,5.702127659574468,"268 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-08,12:50,3.1,114.0,3.1,"3.1 сая ₮
үнэ тохирно","УБ — Баянгол, Ханбүргэдэй"
2024-10-08,12:51,177.0,55.44,3.1926406926406927,"177 сая ₮
үнэ тохирно","УБ — Баянзүрх, Офицер"
2024-10-08,12:55,281.2,76.0,3.6999999999999997,281.2 сая ₮,"УБ — Хан-Уул, Нисэх"
2024-10-08,12:55,220.0,64.0,3.4375,"220 сая ₮
үнэ тохирно","УБ — Чингэлтэй, 50-р сургуулийн ойролцоо"
2024-10-08,12:57,181.8,45.47,3.9982405981966136,181.8 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-08,12:57,105.0,40.0,2.625,"105 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 10"
2024-10-08,12:57,440.0,104.51,4.2101234331642905,440 сая ₮,"УБ — Баянгол, Төмөр зам"
2024-10-08,12:58,3.7,205.0,3.7,3.7 сая ₮,"УБ — Хан-Уул, King Tower"
2024-10-08,12:58,110.0,31.16,3.5301668806161746,110 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-08,13:01,968.6,167.0,5.8,968.6 сая ₮,"УБ — Хан-Уул, Japan town"
2024-10-08,13:01,280.0,72.7,3.8514442916093534,"280 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 8"
2024-10-08,13:01,465.0,112.0,4.151785714285714,465 сая ₮,"УБ — Хан-Уул, King Tower"
